"Organization - ID","Organization - Name","Organization - Labels","Organization - Open deals","Organization - Activities to do","Organization - Industry","Organization - Odoo Status","Organization - Website ","Organization - Website","Organization - Address","Organization - Region of Address","Organization - State/county of Address","Organization - Owner","Organization - People"
"1578","UNIBYTE","Prospect","0","1","Broker","","http://www.unibyte.gr","","Emmanouil Kampouri 34, Moschato 183 45, Greece","","","Lasse Schriver Nielsen","1"
"1579","zer","Fresh Data","0","0","Broker","","http://www.zer.gr","","Lagoumitzi 60, Athens, Greece","","","Lasse Schriver Nielsen","1"
"1580","Regentech EOOD","Fresh Data","0","0","","","","","Knyaz Alexander Dondukov Boulevard no 11, 6th floor office 602, 1000 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","0"
"1581","HostZealot Hosting","Prospect","0","2","IT Service Provider","","hostzealot.com","","bul. ""Lyuben Karavelov"" 2, unit 5, 4002 Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","4"
"1582","Komaks","Prospect","0","2","IT Service Provider","","http://komaks.com","","8000 Burgas, Bulgaria","","Burgas","Lasse Schriver Nielsen","2"
"1583","Frigg-Technology","Prospect","0","1","Broker","","http://www.pcpro.bg","","ulitsa ""Osam"" 17, Burgas, Bulgaria","","Burgas","Lasse Schriver Nielsen","2"
"1584","Art Media Group","Prospect","0","2","Broker","","http://www.amgcomputers.com","","bul. “Yanko Komitov” 1, Burgas, Bulgaria","","Burgas","Lasse Schriver Nielsen","3"
"1585","DA International Group Ltd.","Fresh Data","0","0","Broker","","https://dagroup.bg","","Boulevard ""Asen Yordanov"" no.8, floor 10, 1592 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1586","IMPACTO","Prospect","0","2","Broker","","http://www.impacto.bg","","ulitsa ""Lerin"" 16Г, Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","2"
"1588","IT Place","Prospect","0","1","Broker","","http://www.itplace.bg","","ulitsa ""Nezavisimost"" 29, Dobrich, Bulgaria","","Dobrich","Lasse Schriver Nielsen","1"
"1589","ITEMA-PG","Prospect","0","1","Broker","","http://www.itema-pg.com","","БИЦ ИЗОТ, Boulevard ""Tsarigradsko shose"" 133, 1784 София, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1590","ITR Bulgaria","Prospect","0","1","Broker","","http://www.itr.bg","","bulevard “Yanko Komitov” 18, 8005 Burgas, Bulgaria","","Burgas","Lasse Schriver Nielsen","2"
"1592","IZOT COMPUTERS","Prospect","0","2","Broker","","http://www.izotcomputers.com","","бул. „Княгиня Мария Луиза“ 34, а 4000, Пловдив, Пловдив, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","2"
"1593","JILANOVI","Fresh Data","0","0","ITAD","","http://www.jilanov.com","","4-E, Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1594","K Trade Group Ltd.","Fresh Data","0","0","","","","","ulitsa ""Orlovets"" 1, Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","1"
"1595","Kvant Service","Prospect","0","1","Broker","","http://www.kvantservice.com","","Бензиностанция Еко, булевард Шипченски проход, Boulevard ""Shipchenski Prohod"", Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1596","MSG Cubove Ltd.","Fresh Data","0","0","","","http://www.canmobile.net","","Vasil Levski Boulevard 92, 1504 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1597","PCLife","Prospect","0","1","Broker","","http://www.pclife.bg","","Gostoprimenitsa Bay Georgi, ul. ""Kalofer"", Kalofer, Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","1"
"1598","Plasico Computers","Fresh Data","0","0","Broker","","https://www.plasico.bg","","ul. ""Radost"" 8, 9000 Varna, Bulgaria","","Varna","Lasse Schriver Nielsen","2"
"1599","Pro Solutions","Fresh Data","0","0","Broker","","http://www.prosolutions.bg","","ulitsa ""Antim I"", 4000 Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","1"
"1600","hop.bg","Prospect","0","2","Broker","","http://www.hop.bg","","бул. „проф. Цветан Лазаров“ 33, 1592 София, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","3"
"1601","Real Vision","Prospect","0","1","Broker","","http://www.realvision.bg","","Hristo Botev Blvd 131, 1233 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1602","Rumb Trading Ltd.","Fresh Data","0","0","Broker","","http://www.basic-bg.com","","ulitsa ""Atanas Uzunov"", 1000 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","1"
"1603","SBS trading","Prospect","0","1","IT Service Provider","","https://technologichno.eu/en","","ul. ""Mutkurova"" 11, 7000 Ruse, Bulgaria","","Ruse","Lasse Schriver Nielsen","1"
"1604","TechOutlet","Prospect","0","2","IT Service Provider","","http://www.techoutlet.eu","","Vitosha, ulitsa ""Nartsis"" 45, 1415 Sofia, Bulgaria","","Sofia City Province","Lasse Schriver Nielsen","3"
"1605","TMT Ltd.","Fresh Data","0","0","Broker","","http://www.tmt.bg","","Mladost, Varna, Bulgaria","","Varna","Lasse Schriver Nielsen","1"
"1606","Back Green","Fresh Data","0","0","Broker","","http://www.back-green.com","","bulevard ""Osvobozhdenie"" 3, office 414 4023, Plovdiv, Bulgaria","","Plovdiv","Lasse Schriver Nielsen","1"
"1607","Qrent","","1","0","","","","","","","","Daniel Ainsworth","2"
"1608","Oceantech","Fresh Data","0","0","","","http://www.wipeos.com","","9940 Hamilton Road, Eden Prairie MN 55344","","","Daniel Ainsworth","1"
"1609","SYA","","1","0","","","","","","","","Daniel Ainsworth","1"
"1610","Out of Use","","1","0","","","","","","","","Daniel Ainsworth","1"
"1611","Aucnet","","1","0","","","","","","","","Daniel Ainsworth","1"
"1612","DCR Systems","","1","0","","","","","","","","Daniel Ainsworth","1"
"1613","Iraty Diffusion","","1","0","","","","","","","","Daniel Ainsworth","1"
"1614","Eco-itshop","Fresh Data","0","0","ITAD","","http://www.eco-itshop.com","","2675-670 Odivelas, Lisboa, Portugal","Odivelas","Lisbon","Lasse Schriver Nielsen","1"
"1615","Algoritmo Essencial Unipessoal LDA","Fresh Data","0","0","","","","","Av. Eduardo Jorge 49, 2700-306 Amadora, Portugal","Amadora","Lisboa","Lasse Schriver Nielsen","1"
"1616","Apronet - IT Distribution","Fresh Data","0","0","IT Service Provider","","https://pronet.pt","","Rua José Soares da Silva 185, 3700-160 São João da Madeira, Portugal","São João da Madeira","Aveiro","Lasse Schriver Nielsen","1"
"1617","Bitcare","Prospect","0","1","Broker","","http://www.bitcare.pt","","Rua Clube Desportivo do Candal 143, 4400-693 Vila Nova de Gaia, Portugal","Vila Nova de Gaia","Porto","Lasse Schriver Nielsen","2"
"1618","BRAVANTIC","Prospect","0","2","Broker","","http://www.Bravantic.com","","Paia Park, Avenida José Francisco Guerreiro, Pontinha, Portugal","Odivelas","Lisboa","Lasse Schriver Nielsen","2"
"1619","Chipcell","Fresh Data","0","0","Broker","","http://www.chipcell.net","","Rua Pastora Maria Adriana, 1 - Centro, Belo Horizonte - State of Minas Gerais, Brazil","Belo Horizonte","Minas Gerais","Lasse Schriver Nielsen","1"
"1620","Cloudpc.pt","Fresh Data","0","0","Broker","","http://www.cloudpc.pt","","Rua Salão Paroquial 31, 4520-477 Rio Meão, Portugal","Santa Maria da Feira","Aveiro","Lasse Schriver Nielsen","1"
"1621","edgoo networks","Prospect","0","2","Data Centre","","https://edgoo.com","","Rua da Criatividade 2510-216, Óbidos, Portugal","Município do Óbidos","Leiria","Lasse Schriver Nielsen","2"
"1622","Favorite Sunset Unip Lda","Fresh Data","0","0","Broker","","http://www.favoritesunset.com","","Rua de Santo António 821 armazem c, 4475-611 Santa Maria de Avioso, Maia, Portugal","Maia","Porto","Lasse Schriver Nielsen","1"
"1623","Great Outlet, Lda","Fresh Data","0","0","Broker","","http://www.great-ink.pt","","2710-142, Sintra, Portugal","Sintra","Lisbon","Lasse Schriver Nielsen","1"
"1624","GreenFever","Prospect","0","2","Broker","","http://www.greenfever.pt","","Travessa Da Liberdade 4785-081, Trofa, Porto, Portugal","Trofa","Porto","Lasse Schriver Nielsen","2"
"1626","HDR IT Solutions","Prospect","0","1","IT Service Provider","","https://www.hdr-it.com","","Largo da Lagoa 14, 2795-116 Linda-a-Velha, Portugal","Oeiras","Lisboa","Lasse Schriver Nielsen","1"
"1627","ITBPRO","Prospect","0","1","Broker","","http://www.itbpro.com","","Travessa de Dom Dinis 7A, 2805-133 Almada, Portugal","Almada","Setúbal","Lasse Schriver Nielsen","1"
"1628","JANS-it","Prospect","0","2","Broker","","http://recondicionados.jans.pt/","","Rua do Barroco 214 C, 4465-591 Leça do Balio, Porto, Portugal","","","Lasse Schriver Nielsen","2"
"1629","Linearcom","Prospect","0","1","Broker","","http://www.linearcom.com","","Estrada das Moitas Altas, 2415-746 Leiria, Leiria, Portugal","Leiria","Leiria","Lasse Schriver Nielsen","1"
"1630","MisterPC","Prospect","0","2","Broker","","http://loja.misterpc.pt","","Rua Sousa Pinto 209, 4250-481 Porto, Portugal","Porto","Porto","Lasse Schriver Nielsen","3"
"1631","MTV Lda","Fresh Data","0","0","IT Service Provider","","http://www.mtvlda.com","","Rua Doutor Teixeira Coelho 7, 2720-210 Amadora, Portugal","Amadora","Lisboa","Lasse Schriver Nielsen","1"
"1632","NP4 GAME","Prospect","0","1","Broker","","http://www.np4game.com","","Centro Comercial Londres, Rua de Oslo, Senhora da Hora, Portugal","Matosinhos","Porto","Lasse Schriver Nielsen","1"
"1633","nprovIT","Prospect","0","1","Broker","","http://www.n-it.pt","","2640-365 Igreja Nova, Portugal","Mafra","Lisbon","Lasse Schriver Nielsen","1"
"1634","PT REFURB","Prospect","0","2","ITAD","","http://www.ptrefurb.pt","","R. Dr. Avelino Costa 1405, 4415-026 Perosinho, Vila Nova de Gaia, Porto, Portugal","Vila Nova de Gaia","Porto","Lasse Schriver Nielsen","2"
"1635","RIBALNET - Sistemas de Informacao Unip","Fresh Data","0","0","Broker","","http://www.ribalnet.com","","Avenida Paulo VI 7, Rio Maior, Portugal","Rio Maior","Santarém","Lasse Schriver Nielsen","1"
"1636","SONVERDEN","Prospect","0","1","","","https://sonverdenlda.com/","","Bobadela, Portugal","Oliveira do Hospital","Coimbra","Lasse Schriver Nielsen","1"
"1637","Stickoll","Prospect","0","1","Broker","","http://www.stickoll.com","","6200-823 Tortosendo, Portugal","Covilhã","Castelo Branco District","Lasse Schriver Nielsen","1"
"1638","WDMI","Fresh Data","0","0","Broker","","https://www.wdmi.pt/home/home","","Rua António Marques de Sá 15, 4435-107, Rio Tinto, Porto, Portugal","Gondomar","Porto","Lasse Schriver Nielsen","4"
"1639","EET Europarts Portugal","Fresh Data","0","0","","","","","Portugal","","","Lasse Schriver Nielsen","1"
"1640","Matrizmultipla - Unipessoal LDA","Fresh Data","0","0","IT Service Provider","","https://matrizmultipla.com/","","R. E, Venda do Pinheiro, Portugal","Mafra","Lisboa","Lasse Schriver Nielsen","2"
"1641","GPDM Consulting Solutions","Fresh Data","0","0","","","gpdmcsolutions.com","","Rua do Centro Comunitário Paroquial 1, Famões, Portugal","Odivelas","Lisboa","Lasse Schriver Nielsen","1"
"1642","Aalborg Kommune","","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"1643","Genesis Telecom Solutions - Ireland","Prospect","0","1","","","https://www.genesis-tel.com","","Greenogue Business Park, Grants Road, Westmanstown, Rathcoole, County Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1644","DSM Distribution","Prospect","0","2","Data Centre","","http://www.dsmdistribution.ie","","Nutgrove Enterprise Park, Nutgrove Way, Rathfarnham, Dublin 14, Ireland","","County Dublin","Lasse Schriver Nielsen","2"
"1645","Datapart","Prospect","0","2","IT Service Provider","","http://www.datapart.ie","","8 Drogheda Road, Townparks, Co. Louth, Ireland","","County Louth","Lasse Schriver Nielsen","3"
"1646","Datarch","Prospect","0","1","Data Centre","","http://www.datarch.com","","Baker's Corner, Rochestown Avenue, Woodpark, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1647","Redlamb Technology Solutions","Prospect","0","1","Data Centre","","http://www.redlamb.ie","","30 Merrion Street Upper, Dublin 2, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1648","ICS Europe","Prospect","0","2","Broker","","http://www.icseurope.ie","","Ireland's Eye, Co. Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","2"
"1649","EZ IT Sourcing","Fresh Data","0","0","Broker","","http://ezitsource.com","","Station Road, Loughrea, County Galway, Ireland","","County Galway","Lasse Schriver Nielsen","2"
"1650","EDP","Prospect","0","1","Broker","","http://www.edp.ie","","Blanchardstown Corporate Park 2,, Ballycoolen, Dublin, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1651","Dectrade","Prospect","0","1","ITAD","","http://www.dectrade.com","","1B, Grange Upper, Annacotty Business Park, County Limerick, Ireland","","County Limerick","Lasse Schriver Nielsen","1"
"1652","ABC Worldwide Ltd.","Fresh Data","0","0","Broker","","","","Forsyth House, Cromac Street, Belfast, UK","Belfast","Northern Ireland","Lasse Schriver Nielsen","1"
"1653","Celestial Communications","Prospect","0","1","ITAD","","https://celestialcommunications.ie","","6 Trinity Court, Ballyowen, Lucan, County Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1654","compu-HIRE","Prospect","0","1","IT Service Provider","","http://www.compuhire.ie","","Greenogue Business Park, Grants Road, Westmanstown, Rathcoole, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1655","Connect Electronics","Prospect","0","2","","","http://www.connectelectronics.com","","Century Business Park, St Margaret's Rd, Finglas, Dublin 11, Ireland","","County Dublin","Lasse Schriver Nielsen","3"
"1656","GreenIT","Prospect","0","2","Broker","","http://www.greenit.ie","","Ladytown, County Kildare, W91 HH2C, Ireland","","County Kildare","Lasse Schriver Nielsen","2"
"1657","MBT Ireland","Fresh Data","0","0","IT Service Provider","","http://www.mbt.ie","","13 Heaney Avenue, Cherry Orchard, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1658","OC Excess","Prospect","0","1","","","","","71 Baggot Street Lower, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1659","rehab recycle","Prospect","0","2","ITAD","","http://www.rehabrecycle.ie","","77 Broomhill Road, Tallaght, Dublin 24, Ireland","","County Dublin","Lasse Schriver Nielsen","2"
"1660","SJC Systems","Prospect","0","1","IT Service Provider","","http://www.sjc-systems.com","","Connogue, Shanganagh Road, Shankill, Dublin 18, Ireland","","County Dublin","Lasse Schriver Nielsen","1"
"1661","TekEir","Prospect","0","1","Broker","","http://www.tekeir.com","","Dublin Road Business Park, Bracklone, Portarlington, County Laois, Ireland","","County Laois","Lasse Schriver Nielsen","2"
"1662","Threatscape","Prospect","0","2","IT Service Provider","","http://www.threatscape.com","","Blackthorn Road, Sandyford, Dublin, Ireland","","County Dublin","Lasse Schriver Nielsen","2"
"1663","Maiza Walid","Fresh Data","0","0","Broker","","","","Setif, Algeria","Setif","Sétif Province","Lasse Schriver Nielsen","1"
"1664","Self-employed","Prospect","0","1","Broker","","http://www.eu4import.com","","17 Abu Ubaidah Ibn Al-Jarrah, Mansoura Qism 2, El Mansoura 1, Egypt","El Mansoura 1","Dakahlia Governorate","Lasse Schriver Nielsen","1"
"1665","General Computer","Prospect","0","1","IT Service Provider","","http://www.generalcomputer.tn","","12 Rue d'Autriche, Sousse, Tunisie","Sousse Riadh","Gouvernorat de Sousse","Lasse Schriver Nielsen","1"
"1666","Alreyad","Fresh Data","0","0","Broker","","http://www.alreyad.net","","Mansoura, Mansoura Qism 2, El Mansoura, Egypt","El Mansoura","Dakahlia Governorate","Lasse Schriver Nielsen","1"
"1667","Benson Technology","Fresh Data","0","0","Broker","","http://www.etsbenson.com","","Adjamé, Abidjan, Côte d'Ivoire","Abidjan","Abidjan Autonomous District","Lasse Schriver Nielsen","1"
"1668","Fataou","Fresh Data","0","0","Broker","","http://www.fataou.com","","Rue 3, Médina, Dakar, Senegal","Dakar","Région de Dakar","Lasse Schriver Nielsen","1"
"1669","Centro Technologies","","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"1670","thorbek","Prospect","0","1","","","thorbek.co.uk","","United Kingdom","","","Lasse Schriver Nielsen","1"
"1671","mobile crazy limited","Prospect","0","1","","","https://mobilecrazylimited.co.uk/","","71 Higher Swan Lane, Bolton BL3 3AS, United Kingdom","Greater Manchester","England","Lasse Schriver Nielsen","1"
"1672","Albuhera Distribution","Prospect","0","1","IT Service Provider","","albuhera.co.uk","","Tavistock Industrial Estate, Ruscombe Lane, Twyford, Ruscombe, Reading, Berkshire RG10 9NJ, United Kingdom","Berkshire","England","Lasse Schriver Nielsen","1"
"1673","Misco UK","Prospect","0","1","IT Service Provider","","http://www.misco.co.uk/","","Park Farm Way, Wilby, Wellingborough, UK","North Northamptonshire","England","Lasse Schriver Nielsen","1"
"1674","goedkope laptops","Prospect","0","1","Broker","","https://www.goedkopelaptops.be/","","Caimolaan 53, 3970 Leopoldsburg, België","Limburg","Vlaams Gewest","Lasse Schriver Nielsen","1"
"1675","mtech","Prospect","0","1","Broker","","https://mtech.pl/","","Robotnicza 1b, 53-607 Wrocław, Poland","Powiat Wrocław","Województwo dolnośląskie","Lasse Schriver Nielsen","1"
"1676","cfp limited","Prospect","0","1","ITAD","","https://www.cfplimited.co.uk/","","Manchester, UK","Greater Manchester","England","Lasse Schriver Nielsen","1"
"1677","Red Box","Prospect","0","1","","","http://www.redbox-ltd.com","","Walton Lodge, Hill Cliffe Road, Walton, Warrington, UK","Warrington","England","Lasse Schriver Nielsen","1"
"1678","white hawkltd","Prospect","0","1","","","","","","","","Lasse Schriver Nielsen","1"
"1679","ITR GLOBAL LIMITED","Prospect","0","1","ITAD","","http://www.itr-global.com","","Bracknell, Berkshire, UK","Berkshire","England","Lasse Schriver Nielsen","1"
"1680","Elite Innovations Group","Prospect","0","1","ITAD","","https://www.eliteinnovations.co.uk","","159 Saint John's Road, Waterloo, Liverpool, UK","Merseyside","England","Lasse Schriver Nielsen","1"
"1681","Refurb Outlet","Prospect","0","1","Broker","","www.refurboutlet.co.uk","","Swindon, UK","Swindon","England","Lasse Schriver Nielsen","1"
"1682","SOLENT LAPTOPS","Prospect","0","1","ITAD","","https://solentlaptops.com/","","Denmead, Waterlooville, United Kingdom","Hampshire","England","Lasse Schriver Nielsen","1"
"1683","wizard europe","Prospect","0","1","Broker","","https://wizardeurope.co.uk/","","Wizard (Europe) Ltd, Valley Court, Sanderson Way, Cheshire, Middlewich CW10 0GF, UK","Cheshire East","England","Lasse Schriver Nielsen","1"
"1684","Saggu Consultancy Services Limited","Prospect","0","1","","","https://scsl.live","","","","","Lasse Schriver Nielsen","1"
"1685","HCI Distribution","Prospect","0","1","Broker","","http://www.hci.co.uk","","4 Parkside, Ringwood, Hampshire BH24 3SQ, United Kingdom","Hampshire","England","Lasse Schriver Nielsen","1"
"1686","Elf","Prospect","0","1","Broker","","http://www.elf.co.uk","","17/18 Nimrod Way, Ferndown, Wimborne, Dorset BH21 7PF, United Kingdom","Dorset","England","Lasse Schriver Nielsen","1"
"1687","MacRefresh - Leaders in asset disposal, data wiping & recycling Apple Mac products","Prospect","0","1","ITAD","","http://www.macrefresh.co.uk","","Riverside Garage, Station Road, Luddenden Foot, Halifax, United Kingdom","West Yorkshire","England","Lasse Schriver Nielsen","1"
"1688","WJD Repairs","Prospect","0","1","IT Service Provider","","http://www.wjdrepairs.co.uk","","Yorkshire Way, Armthorpe, Doncaster DN3 3FE, England, United Kingdom","South Yorkshire","England","Lasse Schriver Nielsen","1"
"1689","Elite Mobile","Prospect","0","1","","","http://www.elitemobile.com/","","Wembley Stadium, Wembley, UK","Greater London","England","Lasse Schriver Nielsen","1"
"1690","mitsolutions ltd","Prospect","0","1","Broker","","https://www.macstoreuk.com/?v=7d0db380a5b9","","Mac Store UK, 30 Wall Lane, Nantwich CW5 5LS, UK","Cheshire East","England","Lasse Schriver Nielsen","1"
"1691","mac storeuk","Prospect","0","1","Broker","","https://www.macstoreuk.com/?v=7d0db380a5b9","","30 Wall Lane, Nantwich CW5 5LS, UK","Cheshire East","England","Lasse Schriver Nielsen","1"
"1692","IJT","Prospect","0","1","","","","","","","","Lasse Schriver Nielsen","1"
"1693","Electro Khalilos","Fresh Data","0","0","Broker","","","","63/65 Avenue Ibn Batouta, El Jadida, Morocco","El Jadida","Casablanca-Settat","Lasse Schriver Nielsen","1"
"1694","ElectroSphere","Fresh Data","0","0","Broker","","","","etg 3 appt 5, 10 Boulevard de la Liberté, Casablanca 20000, Morocco","Prefecture of Casablanca","Casablanca-Settat","Lasse Schriver Nielsen","1"
"1695","GS2i","Prospect","0","1","Broker","","http://www.gs2i.net","","n 5 Rue 1 R, Casablanca, Morocco","Casablanca","Casablanca-Settat","Lasse Schriver Nielsen","1"
"1696","InfoMedi","Fresh Data","0","0","Broker","","http://www.infomedi.ma","","1 Rue de Pekin, Rabat, Morocco","Prefecture of Rabat","Rabat-Salé-Kénitra","Lasse Schriver Nielsen","1"
"1697","KBO","Fresh Data","0","0","Broker","","http://www.kbo.ma","","Rue El Batinia, Maarif, Casablanca, Morocco","Casablanca","Casablanca-Settat","Lasse Schriver Nielsen","1"
"1698","New World Technologie","Fresh Data","0","0","Broker","","http://www.nwt.ma","","Cash plus amal 6, Avenue Al Majd, Rabat, Morocco","Rabat","Rabat-Salé-Kénitra","Lasse Schriver Nielsen","1"
"1699","NR International Group","Fresh Data","0","0","Broker","","http://www.nrinternationalgroup.ma","","2, Agadir, Morocco","Agadir-Ida-Ou Tanane Province","Souss-Massa","Lasse Schriver Nielsen","1"
"1700","ETS TSR","Fresh Data","0","0","Broker","","","","Bali, Douala, Cameroon","Wouri","Littoral Region","Lasse Schriver Nielsen","1"
"1701","Ristar","Fresh Data","0","0","Broker","","","","Ancienne route, Bonabéri, Cameroon","Wouri","Région du Littoral","Lasse Schriver Nielsen","1"
"1702","Swed-Tech","Fresh Data","0","0","Broker","","","","Tradex, Makepe, Douala, Cameroon","Wouri","Littoral Region","Lasse Schriver Nielsen","1"
"1703","Aditi Distribution Limited","Fresh Data","0","0","","","http://www.aditidist.com","","Mitsumi Business Park, Nairobi, Kenya","","Nairobi County","Lasse Schriver Nielsen","1"
"1704","Device Global Technology SA (PTY) Ltd.","Fresh Data","0","0","Broker","","http://www.device.co.za","","702 Pretoria Main Road, Wynberg, Sandton, 2090, South Africa","City of Johannesburg Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","1"
"1705","Digit Technologies","Fresh Data","0","0","ITAD","","http://www.digitewaste.co.za","","203 Lynnwood Road, Brooklyn, Pretoria, South Africa","City of Tshwane Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","1"
"1706","ISP Technologies","Fresh Data","0","0","Broker","","http://www.isptech.co.za","","122 Harrison Street, Braamfontein, Johannesburg, South Africa","City of Johannesburg Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","1"
"1707","Mega IT Stores","","0","0","Broker","","http://www.mega-it.co.za","","15 Van Riebeeck Avenue, Edenvale, Gauteng, 1609, South Africa","City of Ekurhuleni Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","2"
"1709","Out-Pro","Fresh Data","0","0","","","http://www.outpro.co.za","","5 Rosslyn Street, Isandovale, Edenvale, 1609, South Africa","City of Ekurhuleni Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","1"
"1710","ReplaceIT","Customer","0","0","","","","","","","","Lasse Schriver Nielsen","2"
"1711","ClickIT Remarketing","Hot lead","0","0","","","","","","","","Lasse Schriver Nielsen","4"
"1712","MAROC ATLANTIC SYSTEMS","Prospect","0","1","IT Service Provider","","https://marocip.ma","","43 Rue de Marrakech, Agadir, Morocco","Agadir-Ida-Ou Tanane Province","Souss-Massa","Lasse Schriver Nielsen","1"
"1713","Subsite Global Limited","Fresh Data","0","0","IT Service Provider","","https://subsiteglobal.com/#","","1004 Housing Estate, Victoria Island, Lagos, Nigeria","Eti Osa","Lagos","Lasse Schriver Nielsen","1"
"1714","Service Parts Logistics","Fresh Data","0","0","ITAD, IT Service Provider","","http://www.spl.co.za","","Newtown Junction, Miriam Makeba Street, Newtown, Johannesburg, South Africa","City of Johannesburg Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","3"
"1715","Oredax","Fresh Data","0","0","IT Service Provider","","http://www.oredax.com","","151 5th Street, Sandown, Sandton, Gauteng, 2196, South Africa","City of Johannesburg Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","1"
"1716","Technology & Finance International SA Pty Ltd","Fresh Data","0","0","IT Service Provider","","http://tfi.co.za","","29 Blandford Road, Parkwood, Johannesburg, South Africa","City of Johannesburg Metropolitan Municipality","Gauteng","Lasse Schriver Nielsen","2"
"1717","AGiRepair","Fresh Data","0","0","IT Service Provider","","http://www.agirepair.com","","220 Huff Avenue, Greensburg, PA 15601, United States","Westmoreland County","Pennsylvania","Lasse Schriver Nielsen","4"
"1719","AmpleTech Refresh","Fresh Data","0","0","ITAD","","http://www.ampletechrefresh.com","","5720 S 40th St, Phoenix, Arizona 85040, United States","Maricopa County","Arizona","Lasse Schriver Nielsen","3"
"1720","ATEA Estonia","Hot lead","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"1721","Aqua Systems","Fresh Data","0","0","IT Service Provider","","http://www.aquacom.com","","24 Lumber Rd, Roslyn, New York 11576, United States","Nassau County","New York","Lasse Schriver Nielsen","3"
"1722","Asset LifeCycle","Fresh Data","0","0","ITAD","","http://www.assetlc.com","","7215 SW Topeka Blvd, Topeka, Kansas 66619, United States","Shawnee County","Kansas","Lasse Schriver Nielsen","2"
"1723","Big Data Supply","Fresh Data","0","0","ITAD","","http://www.bigdatasupply.com","","1701 E Edinger Ave ste e5, Santa Ana, CA 92705, United States","Orange County","California","Lasse Schriver Nielsen","2"
"1724","Cal State Electronics","Fresh Data","0","0","Broker","","http://www.calstatee.com","","295 Hill Dr, San Marcos, CA 92078, United States","San Diego County","California","Lasse Schriver Nielsen","1"
"1725","Circular Technology","Fresh Data","0","0","ITAD","","http://www.circulartechnology.net","","144 Turnpike Rd, Southborough, Massachusetts 01772, United States","Worcester County","Massachusetts","Lasse Schriver Nielsen","2"
"1726","Cloud Storage","Fresh Data","0","0","IT Service Provider","","http://www.cloudstoragecorp.com","","1305 Canterbury Dr, Hays, KS 67601, USA","Ellis County","Kansas","Lasse Schriver Nielsen","1"
"1727","CloudCover","Fresh Data","0","0","","","http://www.cloudcover.it","","14 Goodyear suite 125, Irvine, CA 92618, United States","Orange County","California","Lasse Schriver Nielsen","3"
"1728","Cobra Tech Solutions","Fresh Data","0","0","ITAD","","http://www.cobratechsolutions.com","","2725 Northwoods Pkwy suite a 2, Norcross, GA 30071, USA","Gwinnett County","Georgia","Lasse Schriver Nielsen","1"
"1729","CWI - Computer Wholesalers","Fresh Data","0","0","IT Service Provider","","http://www.gocwi.com","","715 Willow Grove Street suite 5, Hackettstown, NJ 07840, United States","Warren County","New Jersey","Lasse Schriver Nielsen","2"
"1730","CPU Power Group","Fresh Data","0","0","Broker","","http://www.cpupowergroup.com","","25910 Acero, Mission Viejo, California 92691, United States","Orange County","California","Lasse Schriver Nielsen","2"
"1732","Cuadrant","Fresh Data","0","0","IT Service Provider","","http://www.cuadrant.com","","3825 NW 166th St, Edmond, Oklahoma 73012, United States","Oklahoma County","Oklahoma","Lasse Schriver Nielsen","2"
